GCPA,Greedy,Baseline,Better Baseline
26,20,39,27
25,20,39,26
30,23,38,32
22,20,44,28
30,22,37,29
21,22,37,30
29,22,38,31
25,17,44,26
26,20,40,28
26,20,40,29
26,20,40,30
27,22,40,31
28,22,39,26
30,22,39,25
28,22,39,26
29,22,39,26
26,22,39,24
28,21,45,28
29,20,39,24
25,21,41,30
1,1,1,1
25,9,17,12
16,1,1,1
23,3,6,4
25,9,17,11
17,10,24,12
21,20,43,28
19,1,1,1
21,1,1,1
28,21,36,25
25,7,21,7
10,1,2,2
23,10,24,11
24,7,12,9
22,22,33,24
25,7,21,6
26,21,38,30
25,21,44,25
18,1,1,1
1,1,1,1
20,1,1,1
20,20,43,28
27,23,41,27
18,1,1,1
27,20,32,30
22,20,32,26
11,1,1,1
21,11,33,13
1,1,1,1
22,2,2,2
19,2,2,3
2,2,2,2
16,2,2,3
19,1,1,1
18,1,1,1
21,1,1,1
19,1,1,1
23,1,1,1
1,1,1,1
20,1,1,1
16,1,1,1
18,1,1,1
13,1,1,1
24,1,1,1
22,1,1,1
20,2,2,2
27,19,41,30
2,1,1,1
21,1,1,1
22,22,35,29
21,21,41,26
18,1,1,1
29,21,40,30
10,7,18,10
21,1,1,1
22,7,18,11
6,1,1,1
2,2,2,2
30,22,41,27
26,22,41,28
28,21,37,27
20,1,1,1
29,21,46,28
29,21,46,32
28,20,36,28
20,1,1,1
22,22,43,24
29,22,43,27
26,21,44,25
28,20,41,28
27,21,45,27
27,21,45,27
30,19,30,26
27,22,37,28
27,22,37,27
25,22,37,29
26,22,37,29
27,22,37,26
28,22,37,28
24,21,34,30
27,20,32,26
22,1,1,1
21,1,1,1
21,1,1,1
28,19,39,28
19,19,30,27
20,19,30,27
26,22,41,29
26,22,35,30
16,1,1,1
26,11,23,12
22,1,1,1
26,20,35,27
26,22,36,30
28,22,36,32
20,1,1,1
21,18,35,26
18,1,1,1
20,1,1,2
1,1,1,1
22,1,1,1
23,1,1,2
22,1,1,1
1,1,1,1
29,20,38,27
4,1,1,1
21,1,1,2
23,1,1,2
20,1,1,1
10,1,1,2
29,21,43,28
20,1,1,1
23,4,6,4
28,22,40,26
26,22,42,24
29,22,41,26
28,22,42,27
28,22,36,28
28,22,46,30
28,23,39,29
27,20,42,26
30,20,46,26
25,19,44,25
22,2,2,2
16,2,2,2
20,1,1,1
21,1,1,1
16,1,1,1
20,1,1,1
21,2,2,2
25,17,39,25
25,17,39,24
26,19,39,24
26,20,39,27
26,20,39,28
26,22,39,30
27,21,38,28
27,21,38,27
23,20,36,31
26,20,36,27
27,21,36,27
30,22,43,28
27,21,31,28
25,21,35,24
28,20,37,28
20,20,37,29
26,20,37,26
29,20,37,26
28,21,41,31
28,21,41,28
21,20,37,28
29,23,46,26
28,18,40,24
22,22,43,25
19,1,1,1
20,20,41,27
21,14,29,19
23,20,36,27
29,20,36,28
21,21,40,30
27,22,44,27
25,19,44,28
2,2,2,2
26,21,35,27
20,1,1,1
20,1,1,1
13,1,1,1
11,11,29,15
21,11,29,16
31,21,45,29
28,20,42,27
20,20,40,29
28,20,40,26
29,20,40,27
25,20,40,25
24,20,42,27
21,1,1,1
24,23,41,26
25,22,44,25
27,21,45,25
28,20,41,28
26,20,41,29
28,20,41,27
27,21,46,26
26,21,46,27
23,1,1,1
27,21,46,27
28,21,46,26
25,21,46,28
28,21,46,29
26,21,46,26
21,21,46,27
26,21,46,26
26,21,46,29
29,21,46,26
27,21,46,25
26,21,46,26
28,21,46,26
25,21,46,30
31,21,46,28
27,21,46,27
30,21,46,28
26,22,46,30
26,21,46,26
27,20,46,28
29,20,46,25
28,20,46,25
23,20,43,27
29,21,43,24
26,21,43,26
28,19,40,25
14,9,21,11
22,9,21,12
25,23,38,29
23,1,1,1
30,20,43,23
30,23,36,29
22,17,41,25
27,22,37,31
26,21,37,29
29,20,37,28
24,20,37,27
26,21,36,28
26,20,36,29
29,20,36,29
28,20,36,29
28,20,36,28
27,20,36,26
28,20,36,30
27,20,36,28
25,20,36,27
30,21,38,23
28,21,38,30
7,5,17,9
20,5,6,7
21,5,6,7
19,5,17,7
13,5,6,7
21,5,6,6
25,22,38,29
28,21,44,31
25,21,41,22
1,1,1,1
21,1,1,1
18,1,1,1
26,19,43,27
22,19,43,27
29,19,43,30
30,19,43,27
27,19,43,28
27,19,43,26
23,19,43,26
28,19,43,28
25,19,43,28
27,19,43,27
28,19,43,24
25,19,43,28
21,19,43,28
26,19,43,31
20,19,43,27
27,19,43,25
25,19,43,29
29,19,43,29
26,19,43,30
29,19,43,28
26,19,43,26
22,19,43,29
28,19,43,28
23,19,43,25
28,19,43,26
27,19,43,27
20,19,43,27
26,19,43,27
23,19,43,29
26,19,43,28
29,19,43,26
24,19,43,30
28,19,43,25
30,19,43,25
28,19,43,29
23,19,43,29
30,19,43,27
27,19,43,27
26,19,43,27
29,19,43,29
29,19,43,30
30,19,43,26
19,19,43,26
27,19,43,27
27,19,44,27
19,19,38,27
28,21,38,27
28,19,43,28
28,20,38,32
20,20,38,26
28,19,44,28
25,19,44,26
11,1,1,1
19,1,1,1
21,1,1,1
28,23,44,29
29,23,44,29
25,23,44,27
23,23,44,29
27,23,44,29
26,23,44,31
28,23,44,27
29,23,44,27
27,23,44,29
27,23,44,29
19,1,1,1
26,23,44,31
19,1,1,1
19,1,1,1
28,21,40,26
21,21,40,25
21,21,40,24
27,21,36,28
20,1,1,1
24,7,14,8
23,5,6,8
1,1,1,1
23,22,41,27
29,22,41,25
29,20,43,27
27,20,43,28
30,20,43,27
22,20,43,28
25,20,43,30
27,20,43,27
28,20,43,25
27,20,43,28
29,21,43,31
25,21,43,28
25,21,43,27
25,14,32,21
22,1,1,1
21,1,1,1
22,4,6,4
4,4,6,5
20,1,1,1
21,1,1,1
22,4,6,5
21,4,6,4
18,4,6,5
22,4,6,5
18,4,6,4
20,1,1,1
22,14,38,18
15,14,38,18
24,14,38,17
26,21,44,29
27,20,41,23
26,20,41,22
25,20,41,24
27,20,41,25
30,20,41,24
27,20,41,25
17,3,5,3
4,3,3,3
19,3,3,3
3,3,3,3
13,3,3,3
3,3,3,3
3,3,3,3
22,3,3,3
20,3,3,3
22,4,6,5
28,18,39,30
26,18,39,26
26,21,41,27
25,16,32,20
25,16,32,23
21,4,7,4
18,1,1,1
21,1,1,1
22,1,1,1
15,1,1,1
18,1,1,1
25,14,32,18
28,22,38,28
25,22,38,28
29,22,41,28
28,22,41,26
28,21,41,26
26,22,41,26
29,21,41,25
30,21,41,25
24,21,41,27
27,21,41,27
28,21,41,25
26,19,41,26
22,14,38,19
21,21,41,25
26,21,37,28
26,21,37,26
26,21,37,25
26,21,37,23
28,21,41,29
26,14,38,21
20,1,1,1
21,1,1,1
22,1,1,1
21,1,1,1
28,20,41,30
28,20,41,27
28,20,41,27
21,1,1,1
1,1,1,1
26,14,38,18
21,1,1,1
28,20,41,28
21,1,1,1
28,20,41,29
28,20,41,28
28,20,39,28
30,21,39,27
27,20,39,29
18,1,1,1
28,20,41,31
28,20,41,31
28,20,41,26
27,20,43,25
27,20,43,28
27,21,43,26
27,21,43,29
29,20,44,27
26,20,44,28
30,20,44,28
26,20,44,26
28,21,43,27
28,21,43,26
28,21,43,27
30,19,43,25
28,20,43,30
28,20,43,29
28,20,43,31
28,20,43,29
28,20,43,26
28,19,43,30
28,20,43,25
28,20,43,27
28,20,43,30
28,20,43,29
28,20,43,28
28,20,43,28
28,20,43,28
28,20,43,26
28,20,43,29
28,20,43,29
28,20,43,29
28,20,43,28
28,20,43,25
28,20,43,29
28,20,43,28
28,20,43,25
28,20,43,27
28,20,43,30
28,20,43,26
28,20,43,28
28,20,43,29
28,20,43,25
28,20,43,28
28,20,43,33
28,20,41,28
28,20,41,34
27,21,43,28
27,21,43,25
27,22,38,24
28,20,41,30
28,20,41,26
28,20,41,27
28,20,41,29
17,4,5,4
28,20,41,30
28,20,41,25
28,20,41,27
28,20,41,29
28,20,41,25
21,1,1,1
21,1,1,1
25,21,38,27
28,21,38,29
27,21,38,27
21,21,38,25
29,21,38,28
28,21,38,25
21,21,38,31
30,21,38,27
22,1,1,1
17,1,1,1
30,20,33,27
28,20,36,29
28,20,36,30
29,20,36,26
28,20,36,25
26,23,38,25
26,23,38,28
29,21,41,30
27,21,42,28
28,20,40,30
26,21,36,31
29,21,42,31
25,14,38,17
29,21,36,27
29,20,44,26
25,19,41,25
21,1,1,1
14,14,35,23
22,11,31,18
28,21,36,24
30,21,36,27
25,21,36,31
25,16,36,21
22,21,36,26
26,21,36,30
28,21,36,29
28,21,36,28
25,16,36,26
27,21,36,27
23,4,12,5
24,21,41,30
29,21,39,28
25,21,39,27
27,21,39,28
27,21,39,25
20,4,9,4
20,4,9,5
19,1,1,1
16,1,1,1
1,1,1,1
22,2,4,2
22,1,1,1
19,1,1,1
26,21,34,28
28,19,36,26
21,1,1,1
18,1,1,1
1,1,1,1
20,1,1,1
1,1,1,1
21,1,1,1
20,1,1,1
5,1,1,1
21,1,1,1
1,1,1,1
21,1,1,1
21,1,1,1
21,1,1,1
27,20,40,24
27,22,44,29
28,20,39,29
23,20,38,28
26,22,43,27
26,22,43,28
28,22,43,29
25,22,43,24
27,22,43,28
21,22,43,27
29,22,43,26
28,22,43,26
22,22,43,29
27,22,43,27
26,22,43,28
28,22,43,30
22,22,43,27
29,22,43,29
28,22,43,27
25,22,43,30
27,22,43,30
27,22,43,27
21,1,1,1
28,22,43,27
31,22,43,28
26,22,43,30
29,22,43,26
23,22,43,28
27,22,43,29
27,22,43,27
24,22,43,30
28,22,43,28
25,22,43,27
31,22,43,28
22,22,43,27
27,22,43,26
25,22,43,28
20,1,1,1
26,21,38,28
25,21,38,27
25,21,38,26
27,21,38,27
22,21,38,24
23,21,38,25
26,21,38,28
30,21,38,22
28,21,38,28
21,21,38,26
27,21,38,24
1,1,1,1
1,1,1,1
21,1,1,1
5,1,1,1
27,20,34,27
28,20,34,28
29,20,34,30
25,20,34,25
27,20,35,30
29,20,35,31
27,20,35,28
28,20,35,26
26,21,33,28
17,1,1,1
23,1,1,1
20,2,2,2
21,1,1,1
8,1,1,1
28,22,39,30
22,22,39,27
28,22,39,30
29,22,39,30
30,22,39,29
26,22,39,29
25,22,40,32
31,22,40,28
26,22,40,30
24,22,40,29
22,22,40,29
26,22,40,34
23,22,40,29
26,22,40,30
27,22,40,30
27,22,40,31
22,22,40,29
28,22,40,31
30,22,40,30
23,22,40,28
28,22,40,31
27,22,40,31
22,22,40,29
21,1,1,1
1,1,1,1
27,22,39,29
26,22,39,30
31,22,39,27
28,22,39,30
27,22,39,29
23,22,39,30
29,22,39,29
29,22,39,28
26,22,39,31
26,22,39,32
27,22,39,29
27,22,39,30
27,22,39,28
23,22,39,30
27,22,39,27
27,22,39,30
29,22,39,28
28,22,39,29
28,22,39,29
28,22,39,30
27,22,39,28
30,22,39,31
27,22,39,30
26,22,39,29
30,22,39,31
29,22,39,30
27,22,39,30
26,22,39,29
27,22,39,31
29,22,45,29
29,22,45,31
29,22,45,27
29,22,45,27
29,22,45,26
29,22,45,28
27,23,42,26
27,23,42,23
27,23,42,29
22,1,1,1
1,1,1,1
25,21,36,28
25,21,36,26
25,21,36,25
25,21,36,29
26,21,33,29
25,21,36,26
29,20,41,29
24,20,41,26
27,20,41,29
29,20,41,28
22,22,44,29
24,22,44,28
26,22,44,30
27,22,44,26
23,22,44,29
27,22,44,29
23,22,44,28
19,1,1,1
20,20,41,27
29,20,41,28
24,20,41,27
28,20,41,27
28,20,41,28
27,20,41,27
28,20,41,28
28,20,41,27
28,20,41,26
25,20,44,28
27,20,44,29
29,20,44,28
25,20,44,25
28,20,44,26
21,20,44,28
22,20,44,30
25,20,44,28
29,20,44,30
26,20,44,27
28,20,44,29
29,20,44,31
30,20,44,28
25,22,41,28
26,22,41,29
29,22,41,26
28,19,44,31
27,21,38,26
29,21,38,26
30,21,38,28
26,20,44,28
22,1,1,1
27,20,44,25
27,20,44,30
20,20,44,29
20,20,44,28
26,20,44,29
29,20,44,28
24,20,44,27
30,20,44,30
28,20,44,26
28,19,44,28
28,20,41,27
30,20,41,27
26,20,41,25
27,20,41,29
24,20,41,26
26,21,36,27
26,21,43,27
16,1,1,2
27,22,34,28
27,22,34,31
27,22,34,30
27,22,34,25
28,21,44,30
28,21,44,27
28,21,44,30
28,21,44,25
28,21,44,28
28,21,44,27
28,21,44,30
28,21,44,27
28,21,44,29
28,21,44,26
28,21,44,26
28,21,44,27
28,21,44,30
28,21,44,27
28,21,44,24
28,21,44,29
28,21,44,25
28,21,44,24
28,21,44,28
28,21,44,26
28,21,44,27
28,21,44,27
27,20,40,25
28,21,44,24
28,21,44,30
19,1,1,1
21,20,44,28
28,20,44,29
26,20,44,27
28,20,44,27
27,20,44,30
28,20,44,29
27,20,44,27
28,22,43,29
26,23,35,27
27,23,35,29
31,22,39,34
28,22,39,28
27,22,39,26
23,22,39,27
29,22,39,31
28,20,44,27
22,20,44,30
27,20,44,26
22,20,44,28
26,20,44,28
28,22,41,29
23,22,41,33
26,22,41,28
26,22,41,29
28,21,37,26
20,3,4,3
20,3,4,3
25,21,36,27
25,21,36,26
25,21,36,27
20,2,5,3
24,8,22,13
28,21,44,26
28,21,44,30
28,21,44,26
28,21,44,25
28,21,44,26
28,21,44,26
28,21,44,28
28,21,44,29
28,21,44,27
28,21,44,27
28,21,44,30
28,21,44,28
26,21,33,30
26,22,42,29
28,21,44,28
28,21,44,26
28,21,44,27
28,21,44,27
28,21,44,26
28,21,44,28
28,21,44,29
28,21,44,28
28,21,44,28
28,21,44,26
28,21,44,29
28,21,44,27
27,20,44,27
23,20,44,32
29,20,44,27
28,20,44,29
27,20,44,29
27,20,44,29
26,20,44,27
26,20,44,28
29,20,44,29
26,20,44,26
28,21,44,27
28,21,44,25
28,21,44,28
28,21,44,28
28,21,44,28
28,21,44,29
28,21,44,28
1,1,1,1
25,20,44,31
27,20,44,27
27,20,44,27
21,1,1,1
26,16,39,21
29,19,39,24
27,19,39,31
26,19,39,26
26,20,44,27
28,20,44,28
26,19,34,26
26,19,34,25
26,19,34,25
20,20,44,26
24,20,34,27
24,20,34,25
24,20,34,27
24,20,34,25
24,20,34,24
24,20,34,27
24,20,34,27
24,20,34,26
24,20,34,29
27,22,39,32
27,22,39,29
29,22,39,29
22,22,39,28
29,22,39,30
28,20,36,27
24,22,39,29
27,22,39,29
26,16,39,22
26,21,43,30
26,21,43,27
26,21,43,26
26,21,43,31
26,21,43,28
26,21,43,27
26,21,43,24
26,21,43,29
26,21,43,29
26,21,43,27
26,21,43,28
26,21,43,24
26,21,43,27
26,21,43,29
26,21,43,28
26,21,43,28
26,21,43,29
26,21,43,28
28,20,35,31
26,20,35,30
26,21,43,29
26,21,43,25
26,21,43,27
26,21,43,29
26,21,43,28
29,19,44,28
29,19,44,27
26,20,41,24
20,20,41,30
28,20,41,28
25,21,36,27
28,21,44,27
28,21,44,29
23,20,44,29
25,20,44,30
27,20,44,26
29,20,44,28
24,7,17,8
1,1,1,1
25,21,36,27
25,21,36,27
25,21,36,25
25,21,36,25
25,21,36,29
25,21,36,24
25,21,36,27
25,21,36,28
25,21,36,26
25,21,36,27
25,21,36,27
25,21,36,27
25,21,36,28
28,22,39,29
28,22,39,26
27,22,39,29
24,22,39,31
26,16,39,17
25,22,39,29
28,22,39,30
26,22,39,27
31,22,39,29
28,22,39,29
21,2,4,2
25,21,36,28
25,21,36,27
30,20,44,28
27,21,40,27
25,21,35,27
27,21,35,28
25,21,35,30
26,21,40,27
28,21,40,29
25,21,40,24
24,21,40,27
22,21,40,26
28,21,40,30
29,21,40,27
29,21,40,29
28,21,40,29
27,21,40,29
26,22,39,29
26,22,39,28
28,21,44,27
29,21,44,29
27,21,44,27
27,21,44,25
27,21,44,27
27,20,44,30
22,21,40,31
23,21,40,26
29,21,40,27
27,21,40,28
26,21,43,26
26,21,43,29
26,21,43,25
20,20,44,31
28,21,44,30
20,20,44,27
26,20,44,26
29,20,44,28
28,21,44,25
28,21,44,27
28,21,44,28
28,21,44,27
28,21,44,29
28,21,44,27
20,1,1,1
20,1,1,1
28,21,44,30
28,21,44,28
28,21,44,29
28,21,44,29
28,21,44,29
28,21,44,28
28,21,44,26
28,21,44,30
28,21,44,27
28,21,44,27
22,1,1,1
1,1,1,1
25,22,42,24
25,22,42,29
27,19,44,24
27,19,44,26
27,19,44,27
27,19,44,26
27,19,44,28
28,19,44,31
28,19,44,28
28,19,44,28
24,20,44,27
30,20,44,29
28,20,44,29
21,20,44,26
27,20,44,28
22,22,44,27
25,22,44,31
21,22,44,29
28,20,44,30
26,20,44,30
28,20,44,29
26,22,39,27
27,22,39,27
26,22,39,29
31,22,39,29
28,22,39,28
27,22,39,30
23,22,39,29
27,20,44,28
28,20,44,28
22,20,44,30
26,16,39,23
1,1,1,1
28,20,41,26
28,20,41,25
28,20,41,28
29,22,44,29
21,19,39,27
25,20,38,29
30,20,38,26
26,20,38,29
29,21,46,26
27,20,40,28
30,22,40,28
28,20,40,28
28,20,40,28
25,20,40,23
21,3,6,4
18,3,6,4
20,21,39,29
19,1,1,1
23,1,1,1
5,1,1,1
21,1,1,1
1,1,1,1
20,1,1,1
21,1,1,1
27,21,39,29
28,22,39,28
22,19,39,27
21,19,39,27
27,19,39,28
25,19,39,25
23,19,39,22
26,19,39,28
30,19,39,24
24,19,39,27
24,19,39,27
29,19,39,27
24,19,39,26
25,19,39,28
19,19,39,25
26,19,39,27
26,19,39,28
29,19,39,25
19,19,39,25
19,19,39,26
24,19,39,23
25,19,39,25
19,19,39,30
25,19,39,27
23,19,39,24
27,19,39,29
18,1,1,1
29,21,45,29
29,21,45,29
29,20,36,28
23,9,29,14
29,21,38,28
28,21,31,29
26,21,31,29
25,21,31,26
25,21,31,28
26,21,43,30
29,21,43,29
24,21,43,25
28,21,43,26
27,21,43,25
27,21,43,29
18,18,33,24
23,18,33,26
29,22,40,26
23,21,46,24
26,19,41,26
22,4,6,4
21,12,26,18
20,4,6,5
24,12,26,16
23,21,43,26
27,21,43,29
28,20,43,26
22,20,43,27
27,20,43,24
24,20,43,26
30,20,43,26
27,20,43,27
23,20,43,25
27,20,43,27
21,20,43,30
20,20,43,24
26,20,45,25
27,20,45,28
28,20,45,24
22,21,36,28
28,21,36,26
27,20,36,27
27,20,36,24
27,20,36,29
27,20,36,29
27,21,36,31
27,21,36,26
23,6,19,7
24,6,19,9
29,21,43,27
27,22,43,27
28,21,43,34
25,20,43,25
27,20,43,28
29,20,45,24
25,20,45,26
28,20,45,29
28,20,45,26
29,20,45,28
19,1,1,1
1,1,1,1
29,20,38,26
25,23,43,26
28,22,43,26
27,20,46,28
29,21,36,24
29,22,38,26
22,22,37,29
22,19,43,24
26,19,43,27
28,21,37,26
28,23,34,30
23,22,36,27
24,22,36,28
26,22,36,31
28,22,33,27
28,22,41,26
27,20,33,26
28,20,34,29
27,21,34,27
27,22,43,25
20,20,33,27
30,21,38,27
28,21,43,27
27,22,45,29
20,20,36,28
20,20,36,27
26,20,36,33
27,20,36,29
22,10,23,13
22,10,23,12
27,20,35,26
27,20,35,29
27,20,35,29
27,20,35,28
27,20,35,30
30,20,35,29
30,22,35,29
21,21,41,29
27,20,45,26
27,20,45,26
30,20,41,30
28,20,41,26
25,20,40,27
29,20,41,31
25,20,40,29
25,20,40,29
25,20,40,29
27,21,38,25
22,21,38,29
29,21,38,28
26,21,42,25
26,21,40,29
26,21,40,27
30,21,41,27
26,21,41,28
27,21,41,23
25,21,38,29
26,21,38,27
28,21,38,27
27,21,35,24
27,21,36,26
21,21,36,25
30,21,36,29
26,22,40,28
28,21,35,32
23,22,39,27
21,22,39,28
22,22,39,32
28,22,39,31
26,22,39,28
31,22,39,30
26,22,39,29
21,21,33,26
21,8,14,8
27,19,37,27
30,19,37,26
27,19,37,26
29,21,36,27
26,17,44,24
27,17,44,23
26,21,41,25
27,23,37,27
26,23,37,27
29,23,37,29
28,20,37,29
26,17,44,26
28,22,33,25
28,21,41,27
27,21,41,28
29,21,41,28
29,21,41,31
28,22,41,28
28,21,41,27
26,19,43,26
26,19,43,28
26,19,43,28
26,19,43,28
26,19,43,27
26,19,43,29
26,19,43,28
26,19,43,24
26,19,43,28
26,19,43,28
26,19,43,25
29,22,36,27
22,22,36,28
27,22,36,26
27,22,36,25
25,22,36,29
26,22,36,25
27,22,36,25
29,22,36,27
29,22,36,29
27,22,36,25
23,22,36,27
26,22,36,25
24,22,36,26
26,21,43,27
29,22,36,29
25,22,36,29
27,22,36,22
28,22,36,26
25,22,36,27
28,22,36,27
27,22,36,27
26,22,36,27
29,22,36,25
28,22,36,24
29,22,36,28
29,22,36,26
26,19,43,30
26,19,43,28
26,19,43,27
26,19,43,26
26,19,43,25
26,19,43,28
26,19,43,26
26,19,43,26
26,19,43,24
28,22,43,26
29,22,43,26
27,22,43,27
26,21,42,28
22,21,41,27
31,21,41,26
28,20,39,27
28,21,38,27
23,21,38,28
30,22,43,28
29,20,42,29
29,20,42,26
29,20,42,28
30,21,43,26
30,21,43,29
30,21,43,31
28,19,43,27
28,19,43,25
28,19,43,32
28,19,43,27
28,19,43,26
28,19,43,28
28,19,43,27
28,19,43,31
30,21,43,29
30,21,43,28
30,21,43,28
22,21,38,28
30,21,38,29
29,20,42,26
23,21,38,29
28,22,43,29
28,21,38,28
28,21,38,28
25,21,38,27
30,21,38,26
21,21,38,24
26,21,38,27
27,21,38,29
24,21,38,28
29,21,38,27
23,21,38,28
27,20,42,27
27,22,43,27
28,22,43,31
20,20,38,29
30,20,38,28
27,20,38,28
28,20,38,27
26,22,38,28
26,22,38,30
29,22,36,26
28,21,38,29
26,18,36,25
27,21,36,31
27,21,36,30
27,21,36,27
28,20,41,27
27,20,41,26
20,20,41,25
28,20,33,26
25,20,37,27
29,22,43,25
23,22,43,27
27,22,43,24
24,22,43,25
25,22,43,29
27,22,43,29
26,22,43,25
29,22,43,26
24,22,43,30
22,22,43,32
27,19,44,28
27,22,32,28
29,21,36,27
28,22,38,27
30,20,38,26
22,22,43,27
28,22,43,26
27,22,43,29
29,22,43,26
30,22,43,28
27,22,43,26
28,22,43,27
28,20,33,29
29,20,33,28
28,20,33,28
28,22,43,26
29,22,43,31
26,22,43,27
27,20,41,26
25,21,43,29
29,19,38,31
27,19,38,27
27,18,35,29
25,21,41,28
24,18,35,27
27,21,41,28
22,21,41,27
29,21,41,25
29,19,39,28
29,22,39,28
26,19,38,27
27,19,38,29
28,21,38,28
27,21,34,29
28,21,34,27
25,21,34,27
28,21,34,29
27,21,34,26
30,22,43,26
21,21,36,28
27,23,43,29
29,22,38,26
30,21,36,30
29,20,43,27
28,21,43,28
29,20,43,30
29,20,43,27
29,20,43,30
29,20,43,29
29,20,43,26
28,20,43,26
30,19,43,28
27,21,43,29
27,21,43,26
23,19,42,28
22,21,38,31
29,21,38,26
21,21,38,27
27,21,38,30
27,21,38,31
25,21,38,29
27,19,38,28
23,22,43,27
27,22,43,28
21,21,43,24
27,21,42,26
26,22,43,28
26,23,35,28
26,23,35,28
26,21,37,28
24,22,43,27
26,20,41,28
26,20,41,30
26,20,41,31
27,21,41,25
23,8,15,9
16,9,21,11
29,22,37,28
29,22,37,27
20,1,1,1
19,1,1,1
1,1,1,1
20,1,1,1
13,1,1,1
21,1,1,1
20,1,1,1
14,1,1,1
19,1,1,1
21,1,1,1
20,1,1,1
17,1,1,1
29,20,39,25
30,20,39,30
25,19,30,22
27,19,30,25
30,20,44,29
29,20,43,26
25,20,44,31
27,21,44,30
28,20,44,26
27,20,44,28
26,22,41,29
26,22,41,29
26,22,41,31
26,22,41,29
28,20,41,30
25,19,33,26
28,19,30,28
28,23,33,29
28,23,33,29
29,22,38,28
22,20,38,30
30,21,41,28
22,21,41,28
27,21,40,29
27,21,40,31
27,21,40,29
26,20,39,30
26,20,39,30
26,20,39,26
27,19,33,28
25,23,35,26
27,23,35,28
27,21,41,31
27,22,38,27
28,20,38,28
28,21,41,28
25,20,38,29
25,20,38,27
25,20,38,27
26,22,35,24
28,20,35,24
28,20,35,27
28,20,35,26
28,22,37,30
28,22,37,25
27,20,43,30
27,20,37,28
23,23,37,28
26,20,37,27
30,21,41,31
20,20,43,23
26,20,43,25
26,20,43,30
30,21,41,29
27,20,43,31
29,20,43,28
29,21,41,30
24,21,41,27
29,21,41,26
26,21,41,28
30,21,41,26
27,21,41,30
28,19,41,27
20,22,38,24
27,20,38,27
29,22,35,28
27,22,38,28
26,21,43,27
27,21,45,30
27,21,45,28
30,21,45,30
28,20,41,28
25,20,41,30
27,20,41,27
28,20,41,28
27,20,41,28
29,22,41,29
20,21,38,26
23,21,43,30
24,21,43,29
29,20,39,29
29,20,36,26
27,19,41,25
28,19,41,28
27,19,41,30
28,21,46,25
23,19,41,26
26,22,46,29
30,19,38,30
28,22,38,29
27,22,38,27
28,20,37,23
25,22,40,29
26,22,38,27
29,21,41,28
27,21,38,28
21,18,38,27
22,22,38,28
29,22,38,28
28,22,38,29
26,22,38,28
28,21,33,30
24,21,33,24
26,21,33,30
25,21,33,26
26,21,33,28
22,21,33,29
26,21,33,29
21,21,38,23
28,21,38,30
28,21,38,29
27,21,38,25
29,21,38,29
25,22,39,26
28,21,38,27
30,21,38,27
30,21,38,26
31,20,43,26
28,22,33,23
26,19,43,27
26,19,43,22
27,21,43,29
31,21,43,28
31,21,43,26
28,22,43,29
30,21,38,28
30,21,38,25
30,21,38,30
29,21,43,24
29,23,41,30
25,21,36,28
22,21,45,29
27,21,37,27
31,21,41,26
30,21,41,30
28,20,35,29
27,20,35,26
26,22,37,28
27,22,37,26
28,22,37,27
28,17,36,24
27,22,35,28
31,22,43,29
30,21,41,25
30,21,41,28
13,12,33,15
28,21,37,29
29,21,37,28
29,21,40,27
28,20,37,28
24,22,35,31
30,21,41,29
30,21,41,28
24,20,43,27
27,20,38,29
28,20,38,31
28,22,37,29
28,20,46,27
19,20,46,27
30,20,46,25
28,20,46,31
29,19,37,28
30,21,46,25
28,19,38,30
28,19,38,26
28,19,38,27
26,22,44,29
30,21,41,29
26,22,44,28
26,22,43,27
29,21,43,22
30,20,43,27
27,20,43,27
30,21,41,26
28,23,32,27
21,20,40,27
28,20,40,30
22,20,43,30
26,20,43,28
26,22,39,27
27,20,43,27
28,21,43,26
29,22,35,28
26,23,39,33
29,20,43,30
26,21,41,25
28,20,39,29
26,22,35,30
25,20,35,25
28,21,39,27
26,21,39,28
22,21,39,29
27,21,39,28
30,21,41,27
28,21,41,32
30,20,35,24
28,21,43,25
30,21,43,27
27,19,43,26
27,19,43,28
28,21,41,26
25,20,44,28
25,20,44,25
25,20,44,25
23,21,41,29
27,20,41,25
21,1,1,1
22,7,15,9
19,3,3,3
29,19,37,28
9,1,1,1
19,1,1,1
28,21,43,29
30,21,43,28
26,20,38,27
22,21,43,27
26,21,41,31
25,21,42,26
21,1,1,1
29,20,38,27
21,1,1,1
26,21,37,28
30,20,43,24
30,21,41,27
25,22,36,28
25,20,37,28
26,21,43,26
20,1,1,1
5,1,1,1
20,1,1,1
25,20,39,31
25,18,39,29
28,22,39,30
28,21,45,26
29,20,42,31
27,20,42,29
27,22,38,26
27,21,38,25
27,21,38,24
27,21,38,24
27,21,38,26
27,21,38,26
27,21,38,27
27,21,38,26
27,21,38,22
27,21,38,28
27,21,38,27
29,21,41,26
28,20,38,27
18,7,14,9
27,21,43,26
25,22,43,27
25,22,43,27
25,22,43,26
31,20,41,29
28,19,30,24
26,19,30,25
27,19,30,27
27,19,30,24
27,19,30,27
24,20,41,28
27,21,41,26
27,21,41,26
27,21,41,27
27,21,41,25
28,19,30,28
30,21,38,28
19,21,36,28
28,20,45,26
26,11,29,15
22,1,1,1
20,1,1,1
21,1,1,1
26,21,41,27
